0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3713e-21,2.3713e-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3713e-21,2.3713e-21,0,0,
1.2785e-19,1.2785e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2785e-19,1.2785e-19,0,0,
1.5307e-18,1.5307e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5307e-18,1.5307e-18,0,0,
9.4213e-18,9.4213e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4213e-18,9.4213e-18,0,0,
3.9605e-17,3.9605e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9605e-17,3.9605e-17,0,0,
1.2987e-16,1.2987e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2987e-16,1.2987e-16,0,0,
3.574e-16,3.574e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.574e-16,3.574e-16,0,0,
8.6334e-16,8.6334e-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6334e-16,8.6334e-16,0,0,
1.8853e-15,1.8853e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8853e-15,1.8853e-15,0,0,
3.7986e-15,3.7986e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7986e-15,3.7986e-15,0,0,
7.1664e-15,7.1664e-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1664e-15,7.1664e-15,0,0,
1.2799e-14,1.2799e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2799e-14,1.2799e-14,0,0,
2.1824e-14,2.1824e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1824e-14,2.1824e-14,0,0,
3.5761e-14,3.5761e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5761e-14,3.5761e-14,0,0,
5.6611e-14,5.6611e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6611e-14,5.6611e-14,0,0,
8.6945e-14,8.6945e-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6945e-14,8.6945e-14,0,0,
1.3001e-13,1.3001e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3001e-13,1.3001e-13,0,0,
1.8981e-13,1.8981e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8981e-13,1.8981e-13,0,0,
2.7125e-13,2.7125e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7125e-13,2.7125e-13,0,0,
3.8021e-13,3.8021e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8021e-13,3.8021e-13,0,0,
5.2364e-13,5.2364e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2364e-13,5.2364e-13,0,0,
7.0971e-13,7.0971e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0971e-13,7.0971e-13,0,0,
9.4782e-13,9.4782e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4782e-13,9.4782e-13,0,0,
1.2488e-12,1.2488e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2488e-12,1.2488e-12,0,0,
1.6247e-12,1.6247e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6247e-12,1.6247e-12,0,0,
2.0892e-12,2.0892e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0892e-12,2.0892e-12,0,0,
2.6576e-12,2.6576e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6576e-12,2.6576e-12,0,0,
3.3462e-12,3.3462e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3462e-12,3.3462e-12,0,0,
4.1732e-12,4.1732e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1732e-12,4.1732e-12,0,0,
5.1579e-12,5.1579e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1579e-12,5.1579e-12,0,0,
6.321e-12,6.321e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.321e-12,6.321e-12,0,0,
7.6841e-12,7.6841e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6841e-12,7.6841e-12,0,0,
9.27e-12,9.27e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27e-12,9.27e-12,0,0,
1.1102e-11,1.1102e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1102e-11,1.1102e-11,0,0,
1.3204e-11,1.3204e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3204e-11,1.3204e-11,0,0,
1.5599e-11,1.5599e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5599e-11,1.5599e-11,0,0,
1.8311e-11,1.8311e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8311e-11,1.8311e-11,0,0,
2.1361e-11,2.1361e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1361e-11,2.1361e-11,0,0,
2.4772e-11,2.4772e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4772e-11,2.4772e-11,0,0,
2.8563e-11,2.8563e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8563e-11,2.8563e-11,0,0,
